5	My son says yummy	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	this recipe was wonderful	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	I have a great try	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	We like these thanks	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	i love this recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	I love these cookies	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	this was an awesome recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	i loved the vegetables	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
3	It was an ok stew	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
4	I added some mint leaves	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	this is a great sandwich	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	i love these cookies	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	it was the best	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	this stuff is addicting	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	I love these pancakes	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
1	This recipe was HORRIBLE	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	This is a wonderfull recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
4	it is a good recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	this is a great recepie	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
4	I send a foto	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	We loved these ribs	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	Thish ish my fav'rite cruitfake.:D	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	This is the best	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	this was a grrreat receipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	You are a great cook	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	easy tastes great	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	this was such a mess	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	this was a great success	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	i add some Old Bay	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	Everyone loved this recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	This is a good sandwich	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	I love this sauce	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
4	This is a Great mayonaise	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	I love this dish	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	This is a wonderful recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	i liked the cupcakes	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	this is a five star	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	these things are delicious	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	  i love your smoothies.dee	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	I love this recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	recipe was great	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	This is a great pizza	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	This recipe is simple	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
2	Crust was soggy	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	congrats sounds delicious	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	This is a great recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	This IS a great recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	the cake was good	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	this bread is great	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	I love this pie	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	This square is awesome	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	This chili was great	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	I love the description	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	this is an excellent recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	You forgot the flour	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	icing is GREAT	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	i loved the taste	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	i added some tony cacheres	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	I love the light texture	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
4	this stuff is awesome	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
4	This is an ol'time favorite	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
4	We Liked this thanks	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	We love this recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	i love your recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
4	that was a good cake	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
1	the ingredients are expensive	s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
4	I like this shot	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	it 's a good recipe	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	Butter is better	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
5	This is the best website	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	i love the taste	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	It 's a keeper	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
5	This was my 1st cake	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	This was a nice pie	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
5	I post a foto	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
1	I love the cupcake	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]
4	That was some TASTY Chicken	s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
